age,gender,country,account_age_months,subscription_type,monthly_fee,primary_device,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,days_since_last_login,churned,churn_probability,risk_segment
51,Female,UK,56,Premium,21.56,Smart TV,518,14,13,25,19,0,0.066116927,Low Risk
37,Female,France,6,Basic,8.39,Mobile,411,12,13,25,13,0,0.03027578,Low Risk
47,Male,UK,3,Standard,15.92,Tablet,464,8,4,42,45,1,0.892275552,Critical Risk
59,Female,UK,27,Standard,14.76,Smart TV,500,11,2,61,46,1,0.695224971,High Risk
37,Male,USA,39,Basic,11.45,Smart TV,576,18,5,21,3,0,0.028555112,Low Risk
58,Male,USA,6,Premium,19.97,Tablet,600,14,7,63,5,0,0.017833822,Low Risk
35,Male,USA,27,Premium,21.08,Tablet,236,4,1,78,41,1,0.844487135,Critical Risk
55,Male,Brazil,17,Standard,14.08,Laptop,142,3,13,90,17,0,0.045984686,Low Risk
37,Male,India,35,Standard,14.29,Laptop,600,16,5,45,57,1,0.57255177,Medium Risk
23,Other,France,21,Standard,14.02,Smart TV,486,11,11,69,43,0,0.132283215,Low Risk
59,Female,USA,18,Standard,16.63,Laptop,219,10,5,66,11,0,0.062520016,Low Risk
42,Female,Australia,33,Premium,19.27,Mobile,552,12,10,82,23,0,0.01364702,Low Risk
58,Female,Germany,10,Standard,16.7,Tablet,385,14,10,61,16,0,0.018307665,Low Risk
58,Male,France,20,Standard,16.25,Mobile,210,9,3,94,2,0,0.090173776,Low Risk
20,Other,Germany,12,Basic,8.96,Mobile,339,9,0,71,53,1,0.730972045,High Risk
61,Other,UK,48,Basic,11.64,Mobile,374,12,9,80,22,0,0.014171738,Low Risk
60,Female,Canada,32,Basic,9.32,Smart TV,179,4,10,62,17,0,0.117186946,Low Risk
63,Male,Australia,55,Premium,21.64,Smart TV,92,2,14,23,37,1,0.805198852,Critical Risk
36,Female,Spain,49,Premium,19.78,Tablet,365,11,9,71,18,0,0.042822854,Low Risk
27,Male,Brazil,23,Standard,14.98,Mobile,600,11,8,32,39,1,0.546379754,Medium Risk
22,Female,Australia,49,Premium,18.47,Smart TV,78,3,5,63,34,1,0.826150338,Critical Risk
39,Male,Mexico,47,Standard,15.2,Laptop,600,16,1,63,36,0,0.141423759,Low Risk
26,Male,UK,21,Premium,21.02,Smart TV,146,7,9,49,11,0,0.224782461,Low Risk
50,Female,Germany,27,Premium,21.92,Laptop,600,19,4,29,6,0,0.09416329,Low Risk
32,Other,Mexico,16,Premium,21.72,Mobile,190,4,3,34,3,0,0.339766928,Medium Risk
41,Female,UK,37,Basic,9.11,Smart TV,600,16,5,85,11,0,0.011303892,Low Risk
47,Male,UK,18,Standard,14.26,Laptop,463,10,6,97,53,1,0.674896196,High Risk
53,Male,UK,53,Basic,8.14,Mobile,109,2,4,24,44,1,0.931656166,Critical Risk
56,Female,Brazil,6,Basic,10.68,Smart TV,600,19,8,78,58,0,0.183519683,Low Risk
23,Male,Australia,51,Basic,9.68,Smart TV,261,5,12,59,20,0,0.126664417,Low Risk
32,Female,Spain,49,Basic,11.14,Tablet,600,14,12,48,12,0,0.011439494,Low Risk
55,Female,India,47,Basic,10.27,Smart TV,158,5,5,75,1,0,0.124527343,Low Risk
56,Male,Germany,18,Premium,18.68,Tablet,458,8,13,86,2,0,0.041815768,Low Risk
39,Female,UK,38,Standard,16.68,Tablet,164,5,13,22,49,1,0.85335661,Critical Risk
20,Male,Canada,3,Premium,20.44,Laptop,127,3,10,94,53,0,0.506526277,Medium Risk
46,Female,India,19,Premium,19.69,Mobile,72,2,7,92,1,0,0.127524301,Low Risk
46,Male,Australia,33,Basic,8.5,Tablet,114,4,4,82,27,0,0.314566521,Medium Risk
48,Male,India,54,Premium,18.83,Mobile,571,14,6,33,44,1,0.447775993,Medium Risk
62,Male,Spain,11,Basic,9.73,Tablet,537,14,12,94,32,0,0.0159162,Low Risk
19,Female,France,52,Standard,13.85,Laptop,467,9,9,58,1,0,0.020755227,Low Risk
52,Other,Canada,3,Standard,15.75,Smart TV,588,16,8,52,14,0,0.045094091,Low Risk
62,Female,India,37,Standard,14.14,Laptop,600,13,12,69,56,0,0.160868837,Low Risk
26,Female,Australia,52,Basic,11.55,Mobile,83,3,10,49,49,1,0.898475709,Critical Risk
39,Female,UK,43,Premium,18.92,Tablet,390,10,4,83,30,0,0.13351989,Low Risk
36,Female,USA,18,Basic,9.14,Mobile,83,3,6,75,54,1,0.913046488,Critical Risk
54,Male,India,41,Standard,13.76,Tablet,600,15,9,98,23,0,0.011792661,Low Risk
27,Female,India,28,Standard,14.65,Tablet,150,3,5,32,4,1,0.37827738,Medium Risk
63,Female,UK,39,Standard,13.57,Tablet,442,18,10,67,34,0,0.024786626,Low Risk
38,Female,Mexico,36,Standard,13.29,Smart TV,207,7,1,81,16,0,0.16781695,Low Risk
34,Male,UK,4,Premium,20.41,Laptop,179,3,3,44,8,0,0.260530508,Low Risk
20,Female,UK,16,Basic,11.03,Mobile,600,11,4,79,56,0,0.361883423,Medium Risk
24,Male,USA,59,Basic,11.42,Mobile,369,9,8,67,33,0,0.118127049,Low Risk
58,Female,UK,21,Standard,14.14,Smart TV,147,3,3,69,12,1,0.276221728,Low Risk
54,Female,France,27,Basic,10.7,Tablet,234,7,1,34,17,0,0.267231802,Low Risk
53,Female,Germany,15,Premium,18.29,Smart TV,409,7,11,57,38,0,0.2405874,Low Risk
20,Male,France,52,Standard,16.99,Mobile,174,5,1,96,35,0,0.472351721,Medium Risk
30,Other,Brazil,17,Premium,21.65,Smart TV,155,6,1,48,0,0,0.16116871,Low Risk
58,Female,UK,4,Standard,13.59,Mobile,155,3,1,42,7,0,0.29113923,Low Risk
47,Female,Australia,42,Basic,9.45,Smart TV,32,1,13,54,51,1,0.850838301,Critical Risk
40,Female,USA,42,Standard,16.16,Tablet,106,2,11,27,22,0,0.282442716,Low Risk
24,Male,Germany,53,Standard,16.42,Mobile,204,8,2,38,55,1,0.944902834,Critical Risk
47,Male,India,22,Basic,11.05,Tablet,369,12,6,24,20,1,0.193752311,Low Risk
46,Male,Mexico,23,Premium,18.55,Mobile,277,5,8,21,41,1,0.773845989,High Risk
25,Female,France,18,Premium,19.36,Laptop,600,11,0,79,16,0,0.102697484,Low Risk
27,Male,Spain,49,Standard,15.69,Laptop,600,17,1,80,27,0,0.043983164,Low Risk
50,Female,Spain,37,Basic,9.81,Smart TV,84,3,0,23,25,1,0.857561354,Critical Risk
37,Female,Germany,38,Basic,10.29,Laptop,110,4,0,68,1,0,0.185961147,Low Risk
46,Male,UK,11,Standard,15.26,Laptop,324,6,9,51,59,1,0.794000358,High Risk
46,Male,France,53,Standard,13.97,Laptop,470,11,11,21,47,1,0.625690417,High Risk
38,Male,Mexico,4,Basic,11.5,Smart TV,496,12,12,73,49,1,0.276667462,Low Risk
18,Female,Brazil,2,Basic,11.57,Mobile,431,8,11,31,8,0,0.046227552,Low Risk
51,Male,Spain,3,Premium,19.23,Smart TV,258,11,8,88,0,0,0.037435673,Low Risk
61,Male,Mexico,29,Premium,20.25,Smart TV,600,17,2,36,52,0,0.71495999,High Risk
49,Female,Australia,50,Premium,19.6,Mobile,331,16,6,83,51,1,0.418890723,Medium Risk
62,Female,UK,26,Standard,16.94,Laptop,547,18,3,50,36,0,0.139864326,Low Risk
31,Male,Germany,46,Standard,14.36,Smart TV,529,19,3,68,22,0,0.018633962,Low Risk
54,Male,Australia,43,Basic,11.48,Smart TV,134,5,1,65,53,1,0.874566926,Critical Risk
52,Female,Brazil,5,Standard,13.89,Laptop,412,11,11,92,17,0,0.011758278,Low Risk
41,Male,USA,4,Standard,13.29,Smart TV,585,19,10,26,24,0,0.021981472,Low Risk
18,Male,Australia,33,Standard,14.04,Mobile,600,19,0,37,2,0,0.041511381,Low Risk
63,Male,Germany,25,Basic,10.04,Laptop,600,18,7,32,58,0,0.523780599,Medium Risk
23,Male,Brazil,47,Basic,11.1,Tablet,288,10,1,22,36,1,0.630791487,High Risk
21,Male,Spain,43,Premium,19.34,Laptop,600,13,14,33,35,1,0.353598986,Medium Risk
55,Female,India,31,Basic,8.2,Tablet,458,14,11,68,29,0,0.012154673,Low Risk
18,Female,Germany,55,Premium,18.97,Smart TV,83,2,7,82,36,0,0.497729753,Medium Risk
58,Female,USA,58,Basic,11.39,Tablet,600,18,11,82,56,0,0.185683907,Low Risk
48,Female,India,55,Standard,15.24,Mobile,407,15,10,45,11,0,0.050941414,Low Risk
53,Female,France,15,Basic,9.88,Mobile,276,5,14,62,55,1,0.793796764,High Risk
26,Male,France,1,Standard,15.66,Tablet,600,16,4,59,2,0,0.030439666,Low Risk
58,Male,Australia,21,Premium,19.93,Laptop,47,1,13,46,23,0,0.393740353,Medium Risk
62,Female,Brazil,4,Standard,13.62,Laptop,92,2,5,61,47,1,0.857484483,Critical Risk
40,Female,Brazil,18,Standard,15.55,Tablet,408,12,12,38,30,0,0.079322721,Low Risk
48,Female,Canada,18,Premium,18.11,Mobile,600,15,1,41,45,0,0.66683577,High Risk
46,Male,Brazil,40,Premium,20.01,Smart TV,559,12,4,48,57,1,0.854228328,Critical Risk
38,Female,France,1,Premium,19.79,Smart TV,416,8,2,94,54,1,0.840840847,Critical Risk
20,Male,India,8,Basic,11.78,Mobile,356,11,8,56,27,0,0.059909039,Low Risk
43,Female,Spain,57,Basic,10.87,Laptop,600,14,9,85,58,0,0.128991132,Low Risk
23,Female,Germany,11,Basic,8.45,Tablet,47,1,8,20,20,1,0.388418083,Medium Risk
37,Female,Germany,10,Premium,21.92,Laptop,570,13,14,84,23,0,0.040967498,Low Risk
64,Male,India,5,Standard,16.84,Laptop,319,7,6,48,15,0,0.144035916,Low Risk
63,Female,USA,12,Standard,15.26,Smart TV,600,19,1,52,18,0,0.039230736,Low Risk
30,Female,Spain,1,Premium,21.2,Mobile,253,7,2,88,30,0,0.314333273,Medium Risk
58,Female,Brazil,50,Standard,16.52,Mobile,352,10,6,63,57,1,0.719313507,High Risk
40,Female,Brazil,31,Basic,10.96,Smart TV,461,17,3,45,13,0,0.029787178,Low Risk
32,Female,Germany,38,Basic,9.07,Tablet,45,2,1,27,37,1,0.928861529,Critical Risk
63,Female,Spain,49,Standard,14.28,Mobile,600,12,10,74,44,0,0.18353332,Low Risk
48,Female,France,27,Standard,14.41,Tablet,422,13,13,71,20,0,0.028249353,Low Risk
21,Male,Spain,33,Standard,15.77,Mobile,579,14,4,85,48,0,0.308794788,Medium Risk
28,Female,France,44,Standard,14.22,Mobile,433,8,1,58,7,0,0.122620807,Low Risk
19,Female,India,20,Basic,11.89,Smart TV,499,13,12,55,18,0,0.006866615,Low Risk
33,Male,Germany,35,Basic,10.64,Tablet,427,16,8,33,24,0,0.02319717,Low Risk
48,Male,France,8,Basic,9.73,Smart TV,308,15,14,34,33,0,0.120932175,Low Risk
56,Male,India,29,Premium,21.93,Laptop,600,17,6,72,29,0,0.052198221,Low Risk
60,Female,Mexico,14,Standard,15.61,Tablet,600,17,0,37,22,0,0.087658983,Low Risk
61,Male,USA,15,Basic,11.6,Laptop,42,1,13,69,13,0,0.083777735,Low Risk
21,Male,Canada,8,Standard,14.6,Laptop,510,13,3,84,45,1,0.455983357,Medium Risk
45,Male,USA,43,Standard,16.27,Smart TV,160,4,7,92,57,0,0.748447027,High Risk
33,Female,France,47,Standard,16.1,Laptop,600,18,7,95,32,0,0.019573968,Low Risk
56,Male,Canada,1,Basic,9.88,Laptop,600,17,11,44,21,0,0.014091331,Low Risk
42,Other,Mexico,43,Standard,15.3,Laptop,600,14,7,75,55,1,0.36801169,Medium Risk
30,Female,Germany,36,Basic,10.31,Mobile,284,13,10,50,33,0,0.121603574,Low Risk
22,Male,Mexico,38,Standard,14.13,Smart TV,571,14,14,60,37,0,0.033235765,Low Risk
47,Female,Germany,21,Premium,21.01,Laptop,110,3,10,64,22,1,0.344856186,Medium Risk
18,Male,France,30,Premium,18.36,Laptop,425,13,2,59,18,0,0.074951835,Low Risk
22,Female,Mexico,7,Basic,11.73,Smart TV,185,9,10,31,50,1,0.733320576,High Risk
31,Male,Germany,43,Standard,15.07,Mobile,180,5,14,98,21,0,0.090095729,Low Risk
28,Male,Australia,46,Standard,15.73,Laptop,331,12,8,62,6,0,0.021045557,Low Risk
51,Female,Germany,6,Basic,9.11,Laptop,211,5,12,63,51,0,0.638722106,High Risk
46,Male,UK,8,Basic,10.06,Laptop,378,10,9,95,59,0,0.389516491,Medium Risk
35,Female,Canada,50,Premium,18.91,Mobile,137,6,9,39,49,1,0.826781234,Critical Risk
32,Female,Canada,30,Premium,19.13,Mobile,162,3,4,68,2,0,0.205900924,Low Risk
63,Female,Spain,56,Basic,9.51,Mobile,202,4,8,59,55,1,0.867290136,Critical Risk
42,Male,Canada,48,Basic,11.91,Tablet,126,3,11,94,22,0,0.098386903,Low Risk
47,Female,France,56,Standard,16.64,Smart TV,597,14,3,50,48,1,0.502089483,Medium Risk
62,Male,Mexico,39,Basic,8.01,Mobile,209,5,1,72,37,1,0.608605686,High Risk
19,Female,Mexico,22,Basic,9.63,Tablet,114,2,10,67,16,0,0.12849644,Low Risk
57,Female,Germany,15,Basic,10.55,Mobile,302,6,12,77,45,0,0.446599278,Medium Risk
44,Male,Germany,1,Premium,18.54,Tablet,404,17,13,37,58,1,0.54742882,Medium Risk
32,Female,India,13,Premium,20.46,Laptop,600,15,1,94,43,0,0.280058428,Low Risk
49,Female,India,56,Basic,8.75,Tablet,563,12,13,79,56,0,0.121222153,Low Risk
37,Female,Mexico,49,Standard,13.85,Mobile,600,18,13,66,42,0,0.038852115,Low Risk
31,Male,France,45,Basic,9.47,Smart TV,471,16,4,23,50,0,0.518778146,Medium Risk
44,Male,Australia,1,Basic,10.93,Smart TV,600,16,1,62,6,0,0.022868738,Low Risk
20,Male,Mexico,58,Basic,11.48,Smart TV,430,14,11,87,50,0,0.064570143,Low Risk
20,Female,Australia,48,Premium,19.36,Tablet,207,7,6,84,53,1,0.724494094,High Risk
30,Female,Brazil,46,Basic,10.06,Smart TV,430,9,9,93,4,0,0.01666746,Low Risk
42,Male,USA,31,Standard,14.27,Tablet,600,19,3,80,49,0,0.294332195,Low Risk
35,Male,Mexico,32,Premium,21.05,Smart TV,373,8,13,67,56,1,0.641908491,High Risk
18,Male,India,21,Premium,21.55,Tablet,600,17,8,84,47,0,0.200605179,Low Risk
56,Female,France,9,Standard,14.2,Smart TV,281,8,7,48,13,0,0.132808664,Low Risk
22,Female,Brazil,43,Standard,14.13,Smart TV,238,8,14,87,47,0,0.197105714,Low Risk
19,Male,India,56,Basic,8.67,Tablet,231,4,11,31,23,0,0.21281743,Low Risk
47,Female,Germany,52,Premium,21.73,Laptop,42,1,4,46,9,1,0.70645674,High Risk
34,Female,Spain,4,Standard,16.13,Tablet,600,18,6,35,32,0,0.163869256,Low Risk
46,Male,India,10,Premium,20.77,Laptop,96,2,1,88,18,0,0.402048028,Medium Risk
59,Female,Brazil,14,Standard,13.27,Tablet,570,14,1,42,45,1,0.537320377,Medium Risk
21,Female,UK,25,Basic,11.23,Mobile,212,10,3,43,47,1,0.843211502,Critical Risk
26,Female,USA,55,Standard,15.1,Laptop,243,6,10,22,14,0,0.205858445,Low Risk
38,Female,India,12,Basic,10.8,Smart TV,175,6,9,95,49,1,0.549602056,Medium Risk
60,Female,Canada,28,Standard,15.45,Tablet,251,12,2,71,5,0,0.066624732,Low Risk
29,Male,India,43,Basic,9.89,Laptop,413,9,3,83,30,0,0.119268652,Low Risk
29,Female,Spain,53,Standard,15.06,Laptop,315,15,3,61,20,0,0.047571744,Low Risk
21,Male,Germany,50,Premium,20.83,Mobile,370,16,1,80,30,0,0.07223536,Low Risk
45,Female,USA,9,Standard,13.07,Smart TV,140,3,0,51,16,1,0.463139454,Medium Risk
26,Female,Spain,32,Standard,13.69,Laptop,50,2,3,55,7,1,0.396794868,Medium Risk
57,Female,Germany,14,Basic,10.5,Smart TV,296,8,14,74,8,0,0.017897242,Low Risk
49,Female,France,39,Premium,18.08,Tablet,75,2,3,71,53,1,0.891113626,Critical Risk
30,Male,India,40,Basic,9.58,Tablet,600,17,12,82,3,0,0.001598149,Low Risk
51,Male,Spain,10,Basic,11.09,Tablet,337,9,6,33,2,0,0.115202671,Low Risk
36,Female,Mexico,10,Premium,19.39,Laptop,600,11,8,56,44,1,0.517969762,Medium Risk
31,Female,Australia,1,Premium,19.84,Laptop,115,4,0,75,56,1,0.940384395,Critical Risk
22,Other,Australia,45,Standard,14.37,Mobile,87,4,10,73,6,0,0.081477928,Low Risk
44,Female,Brazil,20,Premium,20.06,Laptop,322,13,13,29,57,1,0.697824694,High Risk
45,Male,Mexico,18,Premium,18.55,Laptop,600,15,14,34,1,0,0.021227987,Low Risk
43,Male,Germany,41,Standard,14.7,Mobile,346,12,14,80,7,0,0.014986441,Low Risk
27,Female,Mexico,35,Standard,13.64,Smart TV,100,3,1,81,18,1,0.476382687,Medium Risk
41,Female,USA,8,Standard,13.54,Smart TV,273,7,2,94,39,0,0.402293446,Medium Risk
34,Female,India,12,Premium,20.32,Laptop,502,15,0,57,18,0,0.098927782,Low Risk
33,Female,UK,34,Standard,14.62,Smart TV,320,13,14,63,17,0,0.015210835,Low Risk
34,Female,Australia,34,Basic,11.18,Mobile,293,12,12,46,48,1,0.530250674,Medium Risk
18,Male,UK,33,Premium,21.63,Laptop,165,5,0,84,21,1,0.513749444,Medium Risk
38,Male,USA,21,Premium,21.18,Laptop,600,17,14,30,36,0,0.13596323,Low Risk
64,Female,Spain,22,Premium,21.57,Laptop,370,12,4,52,4,0,0.089356838,Low Risk
60,Male,Germany,5,Premium,19.4,Laptop,600,17,12,74,57,0,0.336522259,Medium Risk
39,Female,UK,24,Basic,8.78,Laptop,442,8,5,95,49,0,0.459670434,Medium Risk
22,Male,Germany,50,Basic,9.28,Smart TV,327,9,8,54,52,1,0.786717337,High Risk
53,Male,France,50,Premium,21.59,Mobile,600,16,11,74,47,0,0.10699257,Low Risk
38,Male,France,23,Basic,9.65,Smart TV,131,6,9,93,29,0,0.166628579,Low Risk
26,Female,Canada,26,Basic,8.59,Mobile,38,1,5,23,34,1,0.850434643,Critical Risk
44,Male,Mexico,50,Standard,14.1,Mobile,137,3,6,99,10,0,0.0679587,Low Risk
29,Male,India,53,Basic,10.21,Smart TV,600,18,5,65,58,0,0.343808902,Medium Risk
35,Male,France,47,Standard,16.32,Tablet,155,3,10,22,14,0,0.219506236,Low Risk
52,Male,India,51,Premium,21.51,Tablet,225,4,3,30,16,1,0.68147731,High Risk
32,Female,USA,46,Premium,18.78,Tablet,33,1,7,36,55,1,0.938495726,Critical Risk
61,Male,Australia,14,Premium,18.1,Laptop,320,15,5,63,46,0,0.470785433,Medium Risk
47,Male,Spain,29,Premium,19.43,Mobile,216,6,11,49,54,1,0.813268562,Critical Risk
62,Female,UK,50,Basic,11.16,Tablet,62,2,7,85,13,0,0.077464232,Low Risk
50,Male,USA,43,Standard,15.63,Mobile,262,9,8,55,14,0,0.064298273,Low Risk
53,Female,USA,58,Standard,16.79,Laptop,96,3,0,32,9,0,0.447141246,Medium Risk
57,Female,France,11,Basic,10.86,Tablet,30,1,6,89,52,1,0.902252344,Critical Risk
47,Male,Mexico,24,Standard,16.96,Smart TV,460,15,2,71,4,0,0.019292114,Low Risk
43,Male,Mexico,54,Basic,11.06,Mobile,600,13,2,77,28,0,0.051089294,Low Risk
38,Female,Spain,47,Premium,18.6,Tablet,347,11,2,59,20,0,0.153183035,Low Risk
54,Female,India,8,Premium,20.26,Smart TV,118,3,7,94,41,1,0.839554813,Critical Risk
60,Female,Canada,5,Standard,14.36,Mobile,600,16,3,22,56,1,0.663732907,High Risk
48,Female,USA,25,Basic,8.06,Smart TV,473,15,10,82,46,0,0.054868452,Low Risk
34,Male,Germany,37,Standard,14.33,Smart TV,280,10,13,77,17,0,0.037410297,Low Risk
34,Male,USA,51,Basic,10.62,Laptop,134,4,13,27,26,1,0.525066474,Medium Risk
51,Male,France,37,Standard,13.96,Tablet,123,5,7,40,45,0,0.85035101,Critical Risk
41,Female,Spain,37,Basic,8.3,Mobile,600,14,7,70,58,0,0.152347336,Low Risk
50,Female,India,26,Premium,21.67,Smart TV,159,4,5,62,58,1,0.922089899,Critical Risk
21,Male,Germany,59,Standard,15.23,Tablet,600,17,10,90,51,0,0.143271002,Low Risk
26,Female,India,32,Standard,15.78,Smart TV,68,2,9,88,29,0,0.205838546,Low Risk
19,Other,France,17,Standard,13.38,Tablet,361,18,14,44,41,0,0.157513691,Low Risk
52,Male,UK,48,Basic,11.04,Smart TV,134,3,0,64,31,1,0.762290724,High Risk
55,Male,Australia,1,Basic,9.56,Mobile,310,13,9,96,28,0,0.053746682,Low Risk
62,Male,UK,58,Basic,9.98,Smart TV,439,19,1,97,13,0,0.01424491,Low Risk
32,Male,India,45,Premium,19.07,Mobile,274,9,2,90,29,1,0.444473737,Medium Risk
60,Female,Brazil,2,Standard,14.26,Tablet,380,14,8,66,11,0,0.014937836,Low Risk
59,Male,India,44,Basic,9.4,Smart TV,600,19,12,40,1,0,0.007778246,Low Risk
20,Male,Brazil,7,Standard,13.86,Tablet,600,19,14,41,0,0,0.033971971,Low Risk
48,Female,Brazil,6,Premium,21.13,Tablet,600,19,1,65,7,0,0.03480537,Low Risk
58,Female,Australia,39,Basic,8.07,Tablet,331,14,10,36,28,0,0.078923136,Low Risk
59,Female,France,25,Basic,10.11,Tablet,347,11,9,80,39,0,0.093117009,Low Risk
40,Female,Spain,9,Standard,16.98,Tablet,73,3,8,48,42,1,0.88531284,Critical Risk
29,Female,Canada,58,Premium,20.84,Smart TV,406,13,9,47,25,0,0.041169416,Low Risk
25,Male,Germany,52,Basic,11.26,Mobile,30,1,0,55,32,1,0.86976301,Critical Risk
38,Male,France,45,Premium,18.2,Smart TV,374,10,12,91,51,0,0.315770266,Medium Risk
38,Male,Spain,21,Standard,13.55,Mobile,279,10,4,72,11,0,0.066401799,Low Risk
49,Male,Mexico,23,Basic,10.56,Smart TV,600,12,8,20,23,0,0.068343328,Low Risk
34,Male,Mexico,29,Basic,11.34,Mobile,95,3,11,89,24,0,0.08628406,Low Risk
54,Female,Brazil,12,Standard,16.89,Mobile,600,16,9,77,35,0,0.023795762,Low Risk
41,Female,USA,40,Premium,21.11,Tablet,304,6,14,97,42,0,0.362164303,Medium Risk
25,Male,Brazil,15,Basic,11.64,Mobile,428,12,5,99,11,0,0.017020132,Low Risk
35,Female,Brazil,22,Basic,9.33,Tablet,600,12,14,25,43,0,0.217360407,Low Risk
28,Male,Spain,26,Basic,11.77,Laptop,201,8,9,41,10,0,0.116090124,Low Risk
27,Male,Spain,42,Premium,20.16,Tablet,127,5,4,72,25,0,0.245434233,Low Risk
43,Male,Canada,59,Basic,8.59,Laptop,82,2,5,90,50,1,0.839409127,Critical Risk
64,Other,Brazil,41,Basic,9.44,Tablet,228,8,10,87,41,0,0.145103636,Low Risk
23,Female,France,4,Standard,14.08,Smart TV,208,7,12,81,11,0,0.044277238,Low Risk
34,Male,India,7,Premium,19.47,Mobile,130,4,8,40,33,1,0.861079505,Critical Risk
40,Female,Mexico,59,Standard,16.64,Mobile,48,1,2,27,13,1,0.662251878,High Risk
59,Male,Australia,39,Standard,14.8,Smart TV,572,11,2,89,4,0,0.096348043,Low Risk
54,Female,India,24,Basic,9.96,Smart TV,178,3,10,70,55,1,0.833595896,Critical Risk
45,Female,UK,5,Basic,9.53,Mobile,251,6,0,95,53,1,0.834965989,Critical Risk
33,Female,France,31,Premium,19.05,Laptop,165,4,13,48,18,0,0.130205341,Low Risk
29,Male,India,18,Premium,19.85,Tablet,107,2,13,70,32,0,0.229269011,Low Risk
38,Male,USA,28,Basic,9.14,Laptop,384,18,3,54,49,0,0.164794127,Low Risk
41,Male,UK,45,Basic,9.77,Mobile,86,3,5,96,37,0,0.49456155,Medium Risk
45,Female,Spain,52,Basic,9.4,Smart TV,600,11,8,21,18,0,0.034641706,Low Risk
54,Female,Mexico,46,Standard,16.99,Laptop,244,5,1,24,30,1,0.821654075,Critical Risk
38,Female,Germany,47,Basic,9.39,Mobile,600,17,5,83,24,0,0.021599187,Low Risk
50,Male,France,35,Standard,15.7,Smart TV,444,12,2,56,12,0,0.051238232,Low Risk
19,Other,Mexico,45,Basic,9.62,Smart TV,530,13,5,56,51,1,0.637209024,High Risk
54,Other,Mexico,17,Basic,10.51,Mobile,505,19,1,21,25,1,0.243258844,Low Risk
36,Male,UK,19,Basic,9.52,Mobile,368,7,1,67,26,1,0.395386579,Medium Risk
45,Male,Spain,40,Standard,14.55,Tablet,432,9,2,53,51,1,0.852716046,Critical Risk
32,Female,Spain,43,Premium,20,Tablet,314,12,14,64,21,0,0.027985037,Low Risk
18,Male,Mexico,25,Standard,15.25,Tablet,120,3,7,34,42,1,0.964075959,Critical Risk
60,Female,Canada,45,Standard,15.94,Tablet,560,14,2,23,12,0,0.106297036,Low Risk
45,Male,France,4,Premium,19.61,Tablet,600,12,7,84,3,0,0.043927843,Low Risk
52,Female,India,33,Basic,10.38,Tablet,134,4,9,73,42,0,0.593095526,Medium Risk
49,Male,France,34,Standard,13.97,Laptop,600,18,0,82,10,0,0.023356861,Low Risk
45,Male,Germany,31,Basic,11.42,Laptop,487,9,9,97,30,0,0.070494446,Low Risk
26,Female,Canada,27,Standard,14.09,Tablet,57,2,0,35,19,1,0.717200424,High Risk
41,Other,USA,31,Standard,15.59,Laptop,79,2,8,99,59,1,0.768620334,High Risk
21,Female,Spain,47,Basic,8.27,Mobile,600,19,2,92,43,0,0.068336958,Low Risk
62,Male,USA,25,Basic,11.9,Mobile,279,7,9,61,38,1,0.637967714,High Risk
58,Male,UK,25,Standard,16.55,Smart TV,600,12,6,68,1,0,0.052611781,Low Risk
20,Male,France,20,Standard,15.97,Mobile,216,5,4,93,41,1,0.764534524,High Risk
39,Female,Spain,55,Standard,14.1,Mobile,122,4,4,59,2,0,0.148473334,Low Risk
57,Male,Germany,43,Standard,16.21,Smart TV,473,12,0,80,43,1,0.500339009,Medium Risk
56,Female,Australia,23,Premium,20.16,Mobile,600,19,0,94,26,0,0.047602061,Low Risk
42,Female,Brazil,11,Standard,15.91,Smart TV,195,4,7,58,26,1,0.562232124,Medium Risk
39,Male,Spain,4,Standard,13.85,Tablet,488,11,3,42,1,0,0.077167677,Low Risk
64,Female,Germany,59,Standard,16.71,Laptop,87,2,14,42,21,0,0.397827255,Medium Risk
51,Female,Spain,3,Premium,19.43,Smart TV,166,5,14,72,24,0,0.156145173,Low Risk
37,Female,UK,3,Standard,16.38,Mobile,277,13,7,65,15,0,0.025170137,Low Risk
53,Female,Brazil,33,Basic,11.64,Tablet,600,19,8,39,23,0,0.025274849,Low Risk
54,Male,India,5,Standard,16.24,Smart TV,199,6,6,87,59,1,0.853328424,Critical Risk
56,Male,France,37,Standard,16.41,Laptop,396,10,8,62,6,0,0.045595343,Low Risk
44,Male,Spain,23,Basic,11.81,Tablet,486,15,10,72,29,0,0.013508884,Low Risk
64,Male,USA,3,Premium,21.9,Laptop,600,12,2,30,1,0,0.135083256,Low Risk
49,Male,Germany,37,Standard,13.9,Mobile,127,3,14,56,4,0,0.078942226,Low Risk
59,Female,Spain,13,Standard,13.18,Laptop,600,18,0,32,26,0,0.116312042,Low Risk
46,Male,UK,32,Standard,15.25,Laptop,316,8,10,33,3,0,0.06421702,Low Risk
58,Male,Spain,9,Basic,9.69,Mobile,41,1,0,98,57,1,0.831736377,Critical Risk
49,Female,Spain,5,Basic,9.25,Tablet,401,11,9,52,35,0,0.056069615,Low Risk
41,Female,Australia,38,Standard,14.92,Smart TV,600,18,8,70,59,0,0.194935509,Low Risk
